2D,3D,4D,answer,type,aug_source_id,aug_map
"In a plane, lines DE and FG are both perpendicular to line HJ. What is the relationship between line DE and line FG?","In a 3-dimensional space, plane DEK and FGW are both perpendicular to line HJ. What is the relationship between plane DEK and plane FGW?","In a 4-dimensional space, 3D hyperplane DEKW and FGAB are both perpendicular to line HJ. What is the relationship between 3D hyperplane DEKW and 3D hyperplane FGAB?",B,2,59,"A->D,B->E,C->F,D->G,E->H,F->J,G->K,H->W,J->A,K->B,W->C"
"In a plane, lines EF and GH are both perpendicular to line JK. What is the relationship between line EF and line GH?","In a 3-dimensional space, plane EFW and GHA are both perpendicular to line JK. What is the relationship between plane EFW and plane GHA?","In a 4-dimensional space, 3D hyperplane EFWA and GHBC are both perpendicular to line JK. What is the relationship between 3D hyperplane EFWA and 3D hyperplane GHBC?",B,2,59,"A->E,B->F,C->G,D->H,E->J,F->K,G->W,H->A,J->B,K->C,W->D"
"In a plane, lines BA and CD are both perpendicular to line EF. What is the relationship between line BA and line CD?","In a 3-dimensional space, plane BAG and CDH are both perpendicular to line EF. What is the relationship between plane BAG and plane CDH?","In a 4-dimensional space, 3D hyperplane BAGH and CDJK are both perpendicular to line EF. What is the relationship between 3D hyperplane BAGH and 3D hyperplane CDJK?",B,2,59,"A->B,B->A,C->C,D->D,E->E,F->F,G->G,H->H,J->J,K->K,W->W"
Line AB is tangent to circle O at point C. What is the relationship between line AB and line OC?,Plane ABD is tangent to sphere O at point C. What is the relationship between plane ABD and line OC?,3D hyperplane ABDE is tangent to 3-sphere O at point C. What is the relationship between 3D hyperplane ABDE and line OC?,A,2,60,
Line BC is tangent to circle O at point D. What is the relationship between line BC and line OD?,Plane BCE is tangent to sphere O at point D. What is the relationship between plane BCE and line OD?,3D hyperplane BCEL is tangent to 3-sphere O at point D. What is the relationship between 3D hyperplane BCEL and line OD?,A,2,60,"A->B,B->C,C->D,D->E,E->L,L->P,P->W,W->A"
Line CD is tangent to circle O at point E. What is the relationship between line CD and line OE?,Plane CDL is tangent to sphere O at point E. What is the relationship between plane CDL and line OE?,3D hyperplane CDLP is tangent to 3-sphere O at point E. What is the relationship between 3D hyperplane CDLP and line OE?,A,2,60,"A->C,B->D,C->E,D->L,E->P,L->W,P->A,W->B"
Line DE is tangent to circle O at point L. What is the relationship between line DE and line OL?,Plane DEP is tangent to sphere O at point L. What is the relationship between plane DEP and line OL?,3D hyperplane DEPW is tangent to 3-sphere O at point L. What is the relationship between 3D hyperplane DEPW and line OL?,A,2,60,"A->D,B->E,C->L,D->P,E->W,L->A,P->B,W->C"
Line EL is tangent to circle O at point P. What is the relationship between line EL and line OP?,Plane ELW is tangent to sphere O at point P. What is the relationship between plane ELW and line OP?,3D hyperplane ELWA is tangent to 3-sphere O at point P. What is the relationship between 3D hyperplane ELWA and line OP?,A,2,60,"A->E,B->L,C->P,D->W,E->A,L->B,P->C,W->D"
Line BA is tangent to circle O at point C. What is the relationship between line BA and line OC?,Plane BAD is tangent to sphere O at point C. What is the relationship between plane BAD and line OC?,3D hyperplane BADE is tangent to 3-sphere O at point C. What is the relationship between 3D hyperplane BADE and line OC?,A,2,60,"A->B,B->A,C->C,D->D,E->E,L->L,P->P,W->W"
"Line segment BC is the diameter of circle O, and A is a point on circle O. What is the relationship between line AB and line BC?","Line segment BC is the diameter of sphere O, and A is a point on sphere O. What is the relationship between line AB and line BC?","Line segment BC is the diameter of 3-sphere O, and A is a point on 3-sphere O. What is the relationship between line AB and line BC?",A,2,61,
"Line segment CL is the diameter of circle O, and B is a point on circle O. What is the relationship between line BC and line CL?","Line segment CL is the diameter of sphere O, and B is a point on sphere O. What is the relationship between line BC and line CL?","Line segment CL is the diameter of 3-sphere O, and B is a point on 3-sphere O. What is the relationship between line BC and line CL?",A,2,61,"A->B,B->C,C->L,L->W,W->A"
"Line segment LW is the diameter of circle O, and C is a point on circle O. What is the relationship between line CL and line LW?","Line segment LW is the diameter of sphere O, and C is a point on sphere O. What is the relationship between line CL and line LW?","Line segment LW is the diameter of 3-sphere O, and C is a point on 3-sphere O. What is the relationship between line CL and line LW?",A,2,61,"A->C,B->L,C->W,L->A,W->B"
"Line segment WA is the diameter of circle O, and L is a point on circle O. What is the relationship between line LW and line WA?","Line segment WA is the diameter of sphere O, and L is a point on sphere O. What is the relationship between line LW and line WA?","Line segment WA is the diameter of 3-sphere O, and L is a point on 3-sphere O. What is the relationship between line LW and line WA?",A,2,61,"A->L,B->W,C->A,L->B,W->C"
"Line segment AB is the diameter of circle O, and W is a point on circle O. What is the relationship between line WA and line AB?","Line segment AB is the diameter of sphere O, and W is a point on sphere O. What is the relationship between line WA and line AB?","Line segment AB is the diameter of 3-sphere O, and W is a point on 3-sphere O. What is the relationship between line WA and line AB?",A,2,61,"A->W,B->A,C->B,L->C,W->L"
"Line segment AC is the diameter of circle O, and B is a point on circle O. What is the relationship between line BA and line AC?","Line segment AC is the diameter of sphere O, and B is a point on sphere O. What is the relationship between line BA and line AC?","Line segment AC is the diameter of 3-sphere O, and B is a point on 3-sphere O. What is the relationship between line BA and line AC?",A,2,61,"A->B,B->A,C->C,L->L,W->W"
"In triangle ABC, CD is the altitude from vertex C to the base AB. What is the relationship between line AB and line CD?","In triangular pyramid ABCD, DE is the altitude from vertex D to the base ABC. What is the relationship between plane ABC and line DE?","In 5-cell ABCDE, EF is the altitude from vertex E to the base ABCD. What is the relationship between 3D hyperplane ABCD and line EF?",A,2,62,
"In triangle BCD, DE is the altitude from vertex D to the base BC. What is the relationship between line BC and line DE?","In triangular pyramid BCDE, EF is the altitude from vertex E to the base BCD. What is the relationship between plane BCD and line EF?","In 5-cell BCDEF, FW is the altitude from vertex F to the base BCDE. What is the relationship between 3D hyperplane BCDE and line FW?",A,2,62,"A->B,B->C,C->D,D->E,E->F,F->W,W->A"
"In triangle CDE, EF is the altitude from vertex E to the base CD. What is the relationship between line CD and line EF?","In triangular pyramid CDEF, FW is the altitude from vertex F to the base CDE. What is the relationship between plane CDE and line FW?","In 5-cell CDEFW, WA is the altitude from vertex W to the base CDEF. What is the relationship between 3D hyperplane CDEF and line WA?",A,2,62,"A->C,B->D,C->E,D->F,E->W,F->A,W->B"
"In triangle DEF, FW is the altitude from vertex F to the base DE. What is the relationship between line DE and line FW?","In triangular pyramid DEFW, WA is the altitude from vertex W to the base DEF. What is the relationship between plane DEF and line WA?","In 5-cell DEFWA, AB is the altitude from vertex A to the base DEFW. What is the relationship between 3D hyperplane DEFW and line AB?",A,2,62,"A->D,B->E,C->F,D->W,E->A,F->B,W->C"
"In triangle EFW, WA is the altitude from vertex W to the base EF. What is the relationship between line EF and line WA?","In triangular pyramid EFWA, AB is the altitude from vertex A to the base EFW. What is the relationship between plane EFW and line AB?","In 5-cell EFWAB, BC is the altitude from vertex B to the base EFWA. What is the relationship between 3D hyperplane EFWA and line BC?",A,2,62,"A->E,B->F,C->W,D->A,E->B,F->C,W->D"
"In triangle BAC, CD is the altitude from vertex C to the base BA. What is the relationship between line BA and line CD?","In triangular pyramid BACD, DE is the altitude from vertex D to the base BAC. What is the relationship between plane BAC and line DE?","In 5-cell BACDE, EF is the altitude from vertex E to the base BACD. What is the relationship between 3D hyperplane BACD and line EF?",A,2,62,"A->B,B->A,C->C,D->D,E->E,F->F,W->W"
"In triangle ABC, let CD be the perpendicular drawn from vertex C to the base AB. What is the relationship between line AB and line CD?","In triangular pyramid ABCD, let DE be the perpendicular drawn from vertex D to the base ABC. What is the relationship between plane ABC and line DE?","In 5-cell ABCDE, let EF be the perpendicular drawn from vertex E to the base ABCD. What is the relationship between 3D-hyperplane ABCD and line EF?",A,2,63,
"In triangle BCD, let DE be the perpendicular drawn from vertex D to the base BC. What is the relationship between line BC and line DE?","In triangular pyramid BCDE, let EF be the perpendicular drawn from vertex E to the base BCD. What is the relationship between plane BCD and line EF?","In 5-cell BCDEF, let FW be the perpendicular drawn from vertex F to the base BCDE. What is the relationship between 3D-hyperplane BCDE and line FW?",A,2,63,"A->B,B->C,C->D,D->E,E->F,F->W,W->A"
"In triangle CDE, let EF be the perpendicular drawn from vertex E to the base CD. What is the relationship between line CD and line EF?","In triangular pyramid CDEF, let FW be the perpendicular drawn from vertex F to the base CDE. What is the relationship between plane CDE and line FW?","In 5-cell CDEFW, let WA be the perpendicular drawn from vertex W to the base CDEF. What is the relationship between 3D-hyperplane CDEF and line WA?",A,2,63,"A->C,B->D,C->E,D->F,E->W,F->A,W->B"
"In triangle DEF, let FW be the perpendicular drawn from vertex F to the base DE. What is the relationship between line DE and line FW?","In triangular pyramid DEFW, let WA be the perpendicular drawn from vertex W to the base DEF. What is the relationship between plane DEF and line WA?","In 5-cell DEFWA, let AB be the perpendicular drawn from vertex A to the base DEFW. What is the relationship between 3D-hyperplane DEFW and line AB?",A,2,63,"A->D,B->E,C->F,D->W,E->A,F->B,W->C"
"In triangle EFW, let WA be the perpendicular drawn from vertex W to the base EF. What is the relationship between line EF and line WA?","In triangular pyramid EFWA, let AB be the perpendicular drawn from vertex A to the base EFW. What is the relationship between plane EFW and line AB?","In 5-cell EFWAB, let BC be the perpendicular drawn from vertex B to the base EFWA. What is the relationship between 3D-hyperplane EFWA and line BC?",A,2,63,"A->E,B->F,C->W,D->A,E->B,F->C,W->D"
"In triangle BAC, let CD be the perpendicular drawn from vertex C to the base BA. What is the relationship between line BA and line CD?","In triangular pyramid BACD, let DE be the perpendicular drawn from vertex D to the base BAC. What is the relationship between plane BAC and line DE?","In 5-cell BACDE, let EF be the perpendicular drawn from vertex E to the base BACD. What is the relationship between 3D-hyperplane BACD and line EF?",A,2,63,"A->B,B->A,C->C,D->D,E->E,F->F,W->W"
Line EF is the altitude on side AB of triangle ABC. What is the relationship between line AB and line EF?,Line EF is the altitude on side ABC of triangular pyramid ABCD. What is the relationship between plane ABC and line EF?,Line FG is the altitude on side ABCD of 5-cell ABCDE. What is the relationship between 3D hyperplane ABCD and line FG?,A,2,64,
Line FG is the altitude on side BC of triangle BCD. What is the relationship between line BC and line FG?,Line FG is the altitude on side BCD of triangular pyramid BCDE. What is the relationship between plane BCD and line FG?,Line GL is the altitude on side BCDE of 5-cell BCDEF. What is the relationship between 3D hyperplane BCDE and line GL?,A,2,64,"A->B,B->C,C->D,D->E,E->F,F->G,G->L,L->W,W->A"
Line GL is the altitude on side CD of triangle CDE. What is the relationship between line CD and line GL?,Line GL is the altitude on side CDE of triangular pyramid CDEF. What is the relationship between plane CDE and line GL?,Line LW is the altitude on side CDEF of 5-cell CDEFG. What is the relationship between 3D hyperplane CDEF and line LW?,A,2,64,"A->C,B->D,C->E,D->F,E->G,F->L,G->W,L->A,W->B"
Line LW is the altitude on side DE of triangle DEF. What is the relationship between line DE and line LW?,Line LW is the altitude on side DEF of triangular pyramid DEFG. What is the relationship between plane DEF and line LW?,Line WA is the altitude on side DEFG of 5-cell DEFGL. What is the relationship between 3D hyperplane DEFG and line WA?,A,2,64,"A->D,B->E,C->F,D->G,E->L,F->W,G->A,L->B,W->C"
Line WA is the altitude on side EF of triangle EFG. What is the relationship between line EF and line WA?,Line WA is the altitude on side EFG of triangular pyramid EFGL. What is the relationship between plane EFG and line WA?,Line AB is the altitude on side EFGL of 5-cell EFGLW. What is the relationship between 3D hyperplane EFGL and line AB?,A,2,64,"A->E,B->F,C->G,D->L,E->W,F->A,G->B,L->C,W->D"
Line EF is the altitude on side BA of triangle BAC. What is the relationship between line BA and line EF?,Line EF is the altitude on side BAC of triangular pyramid BACD. What is the relationship between plane BAC and line EF?,Line FG is the altitude on side BACD of 5-cell BACDE. What is the relationship between 3D hyperplane BACD and line FG?,A,2,64,"A->B,B->A,C->C,D->D,E->E,F->F,G->G,L->L,W->W"
Line AB is perpendicular to BC. What is the relationship between line AB and line BC?,Line AB is perpendicular to plane BCD. What is the relationship between line AB and plane BCD?,Line AB is perpendicular to 3D hyperplane BCDE. What is the relationship between line AB and 3D hyperplane BCDE?,A,2,65,
Line BC is perpendicular to CD. What is the relationship between line BC and line CD?,Line BC is perpendicular to plane CDE. What is the relationship between line BC and plane CDE?,Line BC is perpendicular to 3D hyperplane CDEL. What is the relationship between line BC and 3D hyperplane CDEL?,A,2,65,"A->B,B->C,C->D,D->E,E->L,L->W,W->A"
Line CD is perpendicular to DE. What is the relationship between line CD and line DE?,Line CD is perpendicular to plane DEL. What is the relationship between line CD and plane DEL?,Line CD is perpendicular to 3D hyperplane DELW. What is the relationship between line CD and 3D hyperplane DELW?,A,2,65,"A->C,B->D,C->E,D->L,E->W,L->A,W->B"
Line DE is perpendicular to EL. What is the relationship between line DE and line EL?,Line DE is perpendicular to plane ELW. What is the relationship between line DE and plane ELW?,Line DE is perpendicular to 3D hyperplane ELWA. What is the relationship between line DE and 3D hyperplane ELWA?,A,2,65,"A->D,B->E,C->L,D->W,E->A,L->B,W->C"
Line EL is perpendicular to LW. What is the relationship between line EL and line LW?,Line EL is perpendicular to plane LWA. What is the relationship between line EL and plane LWA?,Line EL is perpendicular to 3D hyperplane LWAB. What is the relationship between line EL and 3D hyperplane LWAB?,A,2,65,"A->E,B->L,C->W,D->A,E->B,L->C,W->D"
Line BA is perpendicular to AC. What is the relationship between line BA and line AC?,Line BA is perpendicular to plane ACD. What is the relationship between line BA and plane ACD?,Line BA is perpendicular to 3D hyperplane ACDE. What is the relationship between line BA and 3D hyperplane ACDE?,A,2,65,"A->B,B->A,C->C,D->D,E->E,L->L,W->W"
"In equilateral triangle ABC, what is the relationship between line AB and line BC?","In regular tetrahedron ABCD, what is the relationship between line AB and line BC?","In 5-cell ABCDE, what is the relationship between line AB and line BC?",A,2,66,
"In equilateral triangle BCD, what is the relationship between line BC and line CD?","In regular tetrahedron BCDE, what is the relationship between line BC and line CD?","In 5-cell BCDEA, what is the relationship between line BC and line CD?",A,2,66,"A->B,B->C,C->D,D->E,E->A"
"In equilateral triangle CDE, what is the relationship between line CD and line DE?","In regular tetrahedron CDEA, what is the relationship between line CD and line DE?","In 5-cell CDEAB, what is the relationship between line CD and line DE?",A,2,66,"A->C,B->D,C->E,D->A,E->B"
"In equilateral triangle DEA, what is the relationship between line DE and line EA?","In regular tetrahedron DEAB, what is the relationship between line DE and line EA?","In 5-cell DEABC, what is the relationship between line DE and line EA?",A,2,66,"A->D,B->E,C->A,D->B,E->C"
"In equilateral triangle EAB, what is the relationship between line EA and line AB?","In regular tetrahedron EABC, what is the relationship between line EA and line AB?","In 5-cell EABCD, what is the relationship between line EA and line AB?",A,2,66,"A->E,B->A,C->B,D->C,E->D"
"In equilateral triangle BAC, what is the relationship between line BA and line AC?","In regular tetrahedron BACD, what is the relationship between line BA and line AC?","In 5-cell BACDE, what is the relationship between line BA and line AC?",A,2,66,"A->B,B->A,C->C,D->D,E->E"
"In equilateral triangle ABC, what is the relationship between line AB and line AC?","In regular tetrahedron ABCD, what is the relationship between line AB and line AC?","In 5-cell ABCDE, what is the relationship between line AB and line AC?",A,2,67,
"In equilateral triangle BCD, what is the relationship between line BC and line BD?","In regular tetrahedron BCDE, what is the relationship between line BC and line BD?","In 5-cell BCDEA, what is the relationship between line BC and line BD?",A,2,67,"A->B,B->C,C->D,D->E,E->A"
"In equilateral triangle CDE, what is the relationship between line CD and line CE?","In regular tetrahedron CDEA, what is the relationship between line CD and line CE?","In 5-cell CDEAB, what is the relationship between line CD and line CE?",A,2,67,"A->C,B->D,C->E,D->A,E->B"
"In equilateral triangle DEA, what is the relationship between line DE and line DA?","In regular tetrahedron DEAB, what is the relationship between line DE and line DA?","In 5-cell DEABC, what is the relationship between line DE and line DA?",A,2,67,"A->D,B->E,C->A,D->B,E->C"
"In equilateral triangle EAB, what is the relationship between line EA and line EB?","In regular tetrahedron EABC, what is the relationship between line EA and line EB?","In 5-cell EABCD, what is the relationship between line EA and line EB?",A,2,67,"A->E,B->A,C->B,D->C,E->D"
"In equilateral triangle BAC, what is the relationship between line BA and line BC?","In regular tetrahedron BACD, what is the relationship between line BA and line BC?","In 5-cell BACDE, what is the relationship between line BA and line BC?",A,2,67,"A->B,B->A,C->C,D->D,E->E"
-,"In regular tetrahedron ABCD, what is the relationship between line AB and plane BCD?","In 5-cell ABCDE, what is the relationship between line AB and 3D hyperplane BCDE?",A,2,68,
-,"In regular tetrahedron BCDE, what is the relationship between line BC and plane CDE?","In 5-cell BCDEA, what is the relationship between line BC and 3D hyperplane CDEA?",A,2,68,"A->B,B->C,C->D,D->E,E->A"
-,"In regular tetrahedron CDEA, what is the relationship between line CD and plane DEA?","In 5-cell CDEAB, what is the relationship between line CD and 3D hyperplane DEAB?",A,2,68,"A->C,B->D,C->E,D->A,E->B"
-,"In regular tetrahedron DEAB, what is the relationship between line DE and plane EAB?","In 5-cell DEABC, what is the relationship between line DE and 3D hyperplane EABC?",A,2,68,"A->D,B->E,C->A,D->B,E->C"
-,"In regular tetrahedron EABC, what is the relationship between line EA and plane ABC?","In 5-cell EABCD, what is the relationship between line EA and 3D hyperplane ABCD?",A,2,68,"A->E,B->A,C->B,D->C,E->D"
-,"In regular tetrahedron BACD, what is the relationship between line BA and plane ACD?","In 5-cell BACDE, what is the relationship between line BA and 3D hyperplane ACDE?",A,2,68,"A->B,B->A,C->C,D->D,E->E"
"Line AB intersects circle O at two points, point C and point D, and point O is not on line AB. What is the relationship between line AB and line OC?","Plane ABC intersects sphere O at circle P, and D is a point on circle P, and point O is not on plane ABC. What is the relationship between plane ABC and line OD?","In 4-dimensional space, 3D hyperplane ABCD intersects 3-sphere O at sphere P, and E is a point on sphere P, and point O is not on 3D hyperplane ABCD. What is the relationship between 3D hyperplane ABCD and line OE?",A,2,69,
"Line BC intersects circle O at two points, point D and point E, and point O is not on line BC. What is the relationship between line BC and line OD?","Plane BCD intersects sphere O at circle W, and E is a point on circle W, and point O is not on plane BCD. What is the relationship between plane BCD and line OE?","In 4-dimensional space, 3D hyperplane BCDE intersects 3-sphere O at sphere W, and L is a point on sphere W, and point O is not on 3D hyperplane BCDE. What is the relationship between 3D hyperplane BCDE and line OL?",A,2,69,"A->B,B->C,C->D,D->E,E->L,L->P,P->W,W->A"
"Line CD intersects circle O at two points, point E and point L, and point O is not on line CD. What is the relationship between line CD and line OE?","Plane CDE intersects sphere O at circle A, and L is a point on circle A, and point O is not on plane CDE. What is the relationship between plane CDE and line OL?","In 4-dimensional space, 3D hyperplane CDEL intersects 3-sphere O at sphere A, and P is a point on sphere A, and point O is not on 3D hyperplane CDEL. What is the relationship between 3D hyperplane CDEL and line OP?",A,2,69,"A->C,B->D,C->E,D->L,E->P,L->W,P->A,W->B"
"Line DE intersects circle O at two points, point L and point P, and point O is not on line DE. What is the relationship between line DE and line OL?","Plane DEL intersects sphere O at circle B, and P is a point on circle B, and point O is not on plane DEL. What is the relationship between plane DEL and line OP?","In 4-dimensional space, 3D hyperplane DELP intersects 3-sphere O at sphere B, and W is a point on sphere B, and point O is not on 3D hyperplane DELP. What is the relationship between 3D hyperplane DELP and line OW?",A,2,69,"A->D,B->E,C->L,D->P,E->W,L->A,P->B,W->C"
"Line EL intersects circle O at two points, point P and point W, and point O is not on line EL. What is the relationship between line EL and line OP?","Plane ELP intersects sphere O at circle C, and W is a point on circle C, and point O is not on plane ELP. What is the relationship between plane ELP and line OW?","In 4-dimensional space, 3D hyperplane ELPW intersects 3-sphere O at sphere C, and A is a point on sphere C, and point O is not on 3D hyperplane ELPW. What is the relationship between 3D hyperplane ELPW and line OA?",A,2,69,"A->E,B->L,C->P,D->W,E->A,L->B,P->C,W->D"
"Line BA intersects circle O at two points, point C and point D, and point O is not on line BA. What is the relationship between line BA and line OC?","Plane BAC intersects sphere O at circle P, and D is a point on circle P, and point O is not on plane BAC. What is the relationship between plane BAC and line OD?","In 4-dimensional space, 3D hyperplane BACD intersects 3-sphere O at sphere P, and E is a point on sphere P, and point O is not on 3D hyperplane BACD. What is the relationship between 3D hyperplane BACD and line OE?",A,2,69,"A->B,B->A,C->C,D->D,E->E,L->L,P->P,W->W"
"In triangle ABC, AB = AC. What is the relationship between line AB and line BC?","In tetrahedron ABCD, AB = AC = AD. What is the relationship between line AB and plane BCD?","In 5-cell ABCDE, AB = AC = AD = AE. What is the relationship between line AB and 3D hyperplane BCDE?",A,2,70,
"In triangle BCD, BC = BD. What is the relationship between line BC and line CD?","In tetrahedron BCDE, BC = BD = BE. What is the relationship between line BC and plane CDE?","In 5-cell BCDEW, BC = BD = BE = BW. What is the relationship between line BC and 3D hyperplane CDEW?",A,2,70,"A->B,B->C,C->D,D->E,E->W,W->A"
"In triangle CDE, CD = CE. What is the relationship between line CD and line DE?","In tetrahedron CDEW, CD = CE = CW. What is the relationship between line CD and plane DEW?","In 5-cell CDEWA, CD = CE = CW = CA. What is the relationship between line CD and 3D hyperplane DEWA?",A,2,70,"A->C,B->D,C->E,D->W,E->A,W->B"
"In triangle DEW, DE = DW. What is the relationship between line DE and line EW?","In tetrahedron DEWA, DE = DW = DA. What is the relationship between line DE and plane EWA?","In 5-cell DEWAB, DE = DW = DA = DB. What is the relationship between line DE and 3D hyperplane EWAB?",A,2,70,"A->D,B->E,C->W,D->A,E->B,W->C"
"In triangle EWA, EW = EA. What is the relationship between line EW and line WA?","In tetrahedron EWAB, EW = EA = EB. What is the relationship between line EW and plane WAB?","In 5-cell EWABC, EW = EA = EB = EC. What is the relationship between line EW and 3D hyperplane WABC?",A,2,70,"A->E,B->W,C->A,D->B,E->C,W->D"
"In triangle BAC, BA = BC. What is the relationship between line BA and line AC?","In tetrahedron BACD, BA = BC = BD. What is the relationship between line BA and plane ACD?","In 5-cell BACDE, BA = BC = BD = BE. What is the relationship between line BA and 3D hyperplane ACDE?",A,2,70,"A->B,B->A,C->C,D->D,E->E,W->W"
-,"In tetrahedron ABCD, AB = AC = AD. What is the relationship between line AB and line BC?","In 5-cell ABCDE, AB = AC = AD = AE. What is the relationship between line AB and line BC?",A,2,71,
-,"In tetrahedron BCDE, BC = BD = BE. What is the relationship between line BC and line CD?","In 5-cell BCDEW, BC = BD = BE = BW. What is the relationship between line BC and line CD?",A,2,71,"A->B,B->C,C->D,D->E,E->W,W->A"
-,"In tetrahedron CDEW, CD = CE = CW. What is the relationship between line CD and line DE?","In 5-cell CDEWA, CD = CE = CW = CA. What is the relationship between line CD and line DE?",A,2,71,"A->C,B->D,C->E,D->W,E->A,W->B"
-,"In tetrahedron DEWA, DE = DW = DA. What is the relationship between line DE and line EW?","In 5-cell DEWAB, DE = DW = DA = DB. What is the relationship between line DE and line EW?",A,2,71,"A->D,B->E,C->W,D->A,E->B,W->C"
-,"In tetrahedron EWAB, EW = EA = EB. What is the relationship between line EW and line WA?","In 5-cell EWABC, EW = EA = EB = EC. What is the relationship between line EW and line WA?",A,2,71,"A->E,B->W,C->A,D->B,E->C,W->D"
-,"In tetrahedron BACD, BA = BC = BD. What is the relationship between line BA and line AC?","In 5-cell BACDE, BA = BC = BD = BE. What is the relationship between line BA and line AC?",A,2,71,"A->B,B->A,C->C,D->D,E->E,W->W"
"In triangle ABC, AB = AC. What is the relationship between line AB and line AC?","In tetrahedron ABCD, AB = AC = AD. What is the relationship between line AB and plane ACD?","In 5-cell ABCDE, AB = AC = AD = AE. What is the relationship between line AB and 3D hyperplane ACDE?",A,2,72,
"In triangle BCD, BC = BD. What is the relationship between line BC and line BD?","In tetrahedron BCDE, BC = BD = BE. What is the relationship between line BC and plane BDE?","In 5-cell BCDEW, BC = BD = BE = BW. What is the relationship between line BC and 3D hyperplane BDEW?",A,2,72,"A->B,B->C,C->D,D->E,E->W,W->A"
"In triangle CDE, CD = CE. What is the relationship between line CD and line CE?","In tetrahedron CDEW, CD = CE = CW. What is the relationship between line CD and plane CEW?","In 5-cell CDEWA, CD = CE = CW = CA. What is the relationship between line CD and 3D hyperplane CEWA?",A,2,72,"A->C,B->D,C->E,D->W,E->A,W->B"
"In triangle DEW, DE = DW. What is the relationship between line DE and line DW?","In tetrahedron DEWA, DE = DW = DA. What is the relationship between line DE and plane DWA?","In 5-cell DEWAB, DE = DW = DA = DB. What is the relationship between line DE and 3D hyperplane DWAB?",A,2,72,"A->D,B->E,C->W,D->A,E->B,W->C"
"In triangle EWA, EW = EA. What is the relationship between line EW and line EA?","In tetrahedron EWAB, EW = EA = EB. What is the relationship between line EW and plane EAB?","In 5-cell EWABC, EW = EA = EB = EC. What is the relationship between line EW and 3D hyperplane EABC?",A,2,72,"A->E,B->W,C->A,D->B,E->C,W->D"
"In triangle BAC, BA = BC. What is the relationship between line BA and line BC?","In tetrahedron BACD, BA = BC = BD. What is the relationship between line BA and plane BCD?","In 5-cell BACDE, BA = BC = BD = BE. What is the relationship between line BA and 3D hyperplane BCDE?",A,2,72,"A->B,B->A,C->C,D->D,E->E,W->W"
-,"In tetrahedron ABCD, AB = AC = AD. What is the relationship between line AB and line AC?","In 5-cell ABCDE, AB = AC = AD = AE. What is the relationship between line AB and line AC?",A,2,73,
-,"In tetrahedron BCDE, BC = BD = BE. What is the relationship between line BC and line BD?","In 5-cell BCDEW, BC = BD = BE = BW. What is the relationship between line BC and line BD?",A,2,73,"A->B,B->C,C->D,D->E,E->W,W->A"
-,"In tetrahedron CDEW, CD = CE = CW. What is the relationship between line CD and line CE?","In 5-cell CDEWA, CD = CE = CW = CA. What is the relationship between line CD and line CE?",A,2,73,"A->C,B->D,C->E,D->W,E->A,W->B"
-,"In tetrahedron DEWA, DE = DW = DA. What is the relationship between line DE and line DW?","In 5-cell DEWAB, DE = DW = DA = DB. What is the relationship between line DE and line DW?",A,2,73,"A->D,B->E,C->W,D->A,E->B,W->C"
-,"In tetrahedron EWAB, EW = EA = EB. What is the relationship between line EW and line EA?","In 5-cell EWABC, EW = EA = EB = EC. What is the relationship between line EW and line EA?",A,2,73,"A->E,B->W,C->A,D->B,E->C,W->D"
-,"In tetrahedron BACD, BA = BC = BD. What is the relationship between line BA and line BC?","In 5-cell BACDE, BA = BC = BD = BE. What is the relationship between line BA and line BC?",A,2,73,"A->B,B->A,C->C,D->D,E->E,W->W"
"Line segment AB is a chord of circle O, C is on segment AB but not the midpoint of AB. What is the relationship between line AB and line OC?","Plane ABC intersects sphere O at circle P, and D is a point in circle P but not the center of circle P. What is the relationship between plane ABC and line OD?","3D hyperplane ABCD intersects 3-sphere O at sphere P, and E is a point in sphere P but not the center of sphere P. What is the relationship between 3D hyperplane ABCD and line OE?",A,2,74,
"Line segment BC is a chord of circle O, D is on segment BC but not the midpoint of BC. What is the relationship between line BC and line OD?","Plane BCD intersects sphere O at circle W, and E is a point in circle W but not the center of circle W. What is the relationship between plane BCD and line OE?","3D hyperplane BCDE intersects 3-sphere O at sphere W, and L is a point in sphere W but not the center of sphere W. What is the relationship between 3D hyperplane BCDE and line OL?",A,2,74,"A->B,B->C,C->D,D->E,E->L,L->P,P->W,W->A"
"Line segment CD is a chord of circle O, E is on segment CD but not the midpoint of CD. What is the relationship between line CD and line OE?","Plane CDE intersects sphere O at circle A, and L is a point in circle A but not the center of circle A. What is the relationship between plane CDE and line OL?","3D hyperplane CDEL intersects 3-sphere O at sphere A, and P is a point in sphere A but not the center of sphere A. What is the relationship between 3D hyperplane CDEL and line OP?",A,2,74,"A->C,B->D,C->E,D->L,E->P,L->W,P->A,W->B"
"Line segment DE is a chord of circle O, L is on segment DE but not the midpoint of DE. What is the relationship between line DE and line OL?","Plane DEL intersects sphere O at circle B, and P is a point in circle B but not the center of circle B. What is the relationship between plane DEL and line OP?","3D hyperplane DELP intersects 3-sphere O at sphere B, and W is a point in sphere B but not the center of sphere B. What is the relationship between 3D hyperplane DELP and line OW?",A,2,74,"A->D,B->E,C->L,D->P,E->W,L->A,P->B,W->C"
